Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Peugeot,205,1984,Diesel,7,2000,5,Non,Très bon,Manuelle,Dédouanée,31000
Renault,Clio,2000,Essence,8,275000,5,Non,Très bon,Manuelle,WW au Maroc,42000
Peugeot,508,2016,Diesel,6,145000,5,Non,Neuf,Manuelle,Importée neuve,130000
Volvo,XC60,2020,Diesel,8,165000,5,Non,Bon,Automatique,WW au Maroc,335000
Renault,Clio,2021,Diesel,6,105000,3,Non,Très bon,Manuelle,WW au Maroc,139000
Mercedes-Benz,Classe A,2022,Diesel,7,67000,5,Non,Très bon,Automatique,WW au Maroc,385000
Peugeot,208,2023,Diesel,6,37000,5,Oui,Excellent,Manuelle,WW au Maroc,159000
Seat,Ateca,2022,Diesel,8,72000,5,Oui,Très bon,Automatique,WW au Maroc,289000
Volkswagen,Golf 6,2012,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,118000
Citroen,C4,2011,Diesel,6,275000,5,Oui,Très bon,Manuelle,WW au Maroc,98000
Daihatsu,YRV,2005,Essence,6,145000,5,Non,Excellent,Manuelle,Dédouanée,35000
Renault,Kangoo,2019,Diesel,6,82000,5,Non,Neuf,Manuelle,WW au Maroc,148000
Peugeot,306,1998,Diesel,8,27000,5,Non,Correct,Manuelle,WW au Maroc,40000
Dacia,Duster,2015,Diesel,7,105000,5,Non,Très bon,Manuelle,WW au Maroc,132000
Citroen,C15,1990,Diesel,6,22000,3,Non,Excellent,Manuelle,WW au Maroc,26000
Renault,12,1982,Essence,7,57000,5,Oui,Très bon,Manuelle,Dédouanée,15000
Dacia,Logan,2019,Diesel,6,32000,5,Oui,Excellent,Manuelle,WW au Maroc,115000
Dacia,Dokker,2020,Diesel,6,175000,5,Non,Bon,Manuelle,WW au Maroc,130000
Hyundai,Creta,2019,Diesel,7,165000,5,Non,Neuf,Manuelle,WW au Maroc,164000
Fiat,Tipo,2018,Diesel,6,2000,5,Non,Excellent,Manuelle,WW au Maroc,105000
Peugeot,208,2022,Diesel,6,92000,5,Oui,Excellent,Manuelle,WW au Maroc,149000
Ford,Focus,2009,Essence,9,17000,5,Non,Très bon,Manuelle,WW au Maroc,73000
Renault,Megane,2016,Diesel,6,115000,5,Oui,Excellent,Automatique,WW au Maroc,132000
Land Rover,Range Rover Evoque,2020,Diesel,8,115000,5,Non,Très bon,Automatique,WW au Maroc,347000
Renault,Kangoo,2007,Diesel,7,325000,5,Non,Correct,Manuelle,WW au Maroc,66000
Volkswagen,Tiguan,2015,Diesel,8,145000,5,Non,Excellent,Automatique,Dédouanée,260000
Volkswagen,Bora,2000,Diesel,8,275000,5,Non,Très bon,Manuelle,Dédouanée,48000
Seat,Leon,2015,Diesel,6,185000,5,Non,Excellent,Manuelle,Importée neuve,149000
Seat,Ibiza,2017,Essence,6,165000,5,Oui,Excellent,Manuelle,WW au Maroc,105000
Opel,Crossland,2021,Diesel,6,82000,5,Non,Excellent,Manuelle,WW au Maroc,156000
Mercedes-Benz,Classe CLA,2020,Diesel,6,62000,5,Oui,Excellent,Automatique,Dédouanée,375000
Jeep,Wrangler,2017,Diesel,12,145000,5,Oui,Excellent,Automatique,WW au Maroc,380000
Opel,Crossland,2021,Diesel,6,92000,5,Oui,Excellent,Automatique,WW au Maroc,189000
Mercedes-Benz,220,2004,Diesel,8,275000,5,Non,Très bon,Manuelle,Dédouanée,78000
Peugeot,508,2015,Diesel,8,145000,5,Non,Très bon,Automatique,WW au Maroc,133000
Renault,Clio,2021,Diesel,6,97000,5,Oui,Excellent,Manuelle,WW au Maroc,153000
Dacia,Dokker,2018,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,115000
Dacia,Sandero,2020,Diesel,6,82000,5,Oui,Excellent,Manuelle,WW au Maroc,130000
Volvo,S60,2013,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,98000
Dacia,Sandero,2017,Diesel,6,125000,5,Non,Très bon,Manuelle,WW au Maroc,80000
Hyundai,i10,2010,Essence,6,135000,5,Non,Bon,Manuelle,WW au Maroc,56000
Kia,Picanto,2022,Essence,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,110000
Dacia,Sandero,2011,Essence,7,275000,5,Non,Correct,Manuelle,WW au Maroc,60000
Citroen,C4,2008,Diesel,6,175000,5,Non,Très bon,Manuelle,WW au Maroc,70000
Alfa Romeo,Giulietta,2018,Diesel,4,135000,5,Non,Excellent,Automatique,WW au Maroc,139000
Hyundai,ix35,2014,Diesel,8,145000,5,Oui,Correct,Manuelle,WW au Maroc,90000
Audi,A3,2015,Essence,14,125000,5,Non,Très bon,Automatique,Importée neuve,245000
Mercedes-Benz,220,2011,Diesel,9,275000,5,Non,Très bon,Manuelle,Dédouanée,180000
Skoda,Octavia,2020,Diesel,8,225000,5,Oui,Excellent,Automatique,WW au Maroc,230000
Kia,Picanto,2010,Essence,6,125000,5,Non,Très bon,Manuelle,WW au Maroc,62000
Fiat,600e,2024,Electrique,9,7000,5,Oui,Excellent,Automatique,WW au Maroc,305000
Mercedes-Benz,Classe CLA,2015,Diesel,9,115000,5,Oui,Excellent,Automatique,WW au Maroc,225000
Ford,Ka,1998,Essence,6,92000,3,Non,Excellent,Manuelle,Dédouanée,25000
Audi,A3,2012,Diesel,6,22000,5,Non,Très bon,Automatique,WW au Maroc,118000
Renault,Megane,2020,Diesel,6,97000,5,Oui,Très bon,Automatique,WW au Maroc,188000
Peugeot,208,2022,Diesel,6,52000,5,Oui,Excellent,Automatique,WW au Maroc,185000
Renault,Kangoo,2008,Diesel,7,37000,5,Non,Bon,Manuelle,WW au Maroc,70000
Peugeot,2008,2022,Diesel,6,12000,5,Oui,Excellent,Automatique,WW au Maroc,260000
Dacia,Duster,2020,Diesel,6,92000,5,Oui,Neuf,Automatique,WW au Maroc,178000
Volkswagen,Touareg,2015,Diesel,12,185000,3,Non,Très bon,Automatique,WW au Maroc,185000
Seat,Altea,2004,Diesel,8,275000,5,Non,Excellent,Manuelle,Dédouanée,45000
Dacia,Duster,2013,Diesel,6,155000,5,Oui,Excellent,Manuelle,WW au Maroc,120000
Nissan,Qashqai,2017,Diesel,6,145000,5,Non,Très bon,Manuelle,WW au Maroc,170000
Renault,Megane,2019,Diesel,6,115000,5,Non,Très bon,Manuelle,WW au Maroc,181999
Toyota,Corolla,2014,Diesel,5,175000,5,Oui,Très bon,Manuelle,WW au Maroc,130000
Citroen,C3,2021,Diesel,6,22000,5,Oui,Excellent,Automatique,WW au Maroc,190000
Mercedes-Benz,Classe GLE,2018,Diesel,9,155000,5,Non,Excellent,Automatique,WW au Maroc,320000
Citroen,Berlingo,2019,Diesel,5,12000,5,Oui,Neuf,Manuelle,WW au Maroc,135000
Kia,Picanto,2006,Essence,6,165000,5,Non,Excellent,Manuelle,WW au Maroc,55000
Suzuki,Alto,2007,Essence,5,22000,5,Non,Très bon,Manuelle,WW au Maroc,25000
Fiat,Palio,1999,Essence,6,185000,5,Oui,Très bon,Manuelle,Dédouanée,36000
Mazda,Premacy,2006,Diesel,8,325000,5,Non,Bon,Manuelle,WW au Maroc,40000
Peugeot,3008,2020,Diesel,8,92000,5,Oui,Excellent,Automatique,WW au Maroc,270000
Fiat,Palio,2002,Diesel,7,275000,5,Oui,Correct,Manuelle,WW au Maroc,32000
Opel,Crossland,2023,Diesel,6,57000,5,Oui,Très bon,Manuelle,WW au Maroc,195000
Renault,Express,2023,Diesel,6,47000,5,Oui,Bon,Manuelle,WW au Maroc,161000
Hyundai,Tucson,2021,Diesel,6,145000,5,Oui,Excellent,Automatique,WW au Maroc,245000
Peugeot,3008,2017,Diesel,6,135000,5,Non,Très bon,Automatique,Dédouanée,240000
Mercedes-Benz,220,1995,Diesel,9,52000,5,Non,Excellent,Manuelle,Dédouanée,56000
Citroen,Berlingo,2023,Diesel,6,57000,5,Oui,Excellent,Manuelle,WW au Maroc,189000
Alfa Romeo,Giulietta,2012,Diesel,6,155000,5,Non,Très bon,Manuelle,Dédouanée,105000
Peugeot,308,2020,Diesel,6,115000,5,Oui,Excellent,Manuelle,WW au Maroc,180000
Mini,CountryMan,2012,Essence,8,145000,5,Non,Excellent,Manuelle,WW au Maroc,125000
Toyota,Corolla,2021,Hybride,10,92000,5,Oui,Excellent,Automatique,WW au Maroc,189000
Fiat,Tipo,2019,Diesel,5,72000,5,Oui,Excellent,Manuelle,WW au Maroc,117000
Dacia,Dokker,2016,Diesel,7,225000,5,Non,Bon,Manuelle,WW au Maroc,120000
Fiat,500X,2018,Diesel,6,125000,5,Oui,Excellent,Manuelle,WW au Maroc,143000
Renault,Kadjar,2016,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,152000
Kia,Sorento,2021,Diesel,8,42000,5,Oui,Excellent,Automatique,WW au Maroc,358000
Peugeot,208,2019,Diesel,6,125000,5,Non,Bon,Manuelle,WW au Maroc,120000
Dacia,Dokker,2018,Essence,6,145000,5,Non,Bon,Manuelle,WW au Maroc,125000
Audi,A4,2010,Essence,24,155000,5,Non,Très bon,Manuelle,Dédouanée,240000
Mini,CountryMan,2022,Essence,9,37000,5,Oui,Excellent,Automatique,WW au Maroc,275000
Alfa Romeo,147,2001,Essence,9,32000,3,Non,Bon,Manuelle,WW au Maroc,35000
BMW,Série 5,2017,Diesel,8,185000,5,Non,Excellent,Automatique,WW au Maroc,285000
Dacia,Duster,2021,Diesel,6,105000,5,Non,Très bon,Automatique,WW au Maroc,197000
Citroen,C-Elysée,2019,Diesel,6,135000,5,Oui,Excellent,Manuelle,WW au Maroc,103000
Renault,Clio,2021,Diesel,6,72000,5,Oui,Excellent,Manuelle,WW au Maroc,155000
Dacia,Dokker,2019,Diesel,6,275000,3,Non,Très bon,Manuelle,WW au Maroc,88000
Fiat,Doblo,2020,Diesel,6,82000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Kia,Picanto,2015,Essence,6,185000,5,Non,Très bon,Manuelle,WW au Maroc,80000
BMW,X6,2009,Diesel,12,275000,5,Non,Très bon,Automatique,WW au Maroc,120000
Peugeot,Partner,2009,Diesel,7,105000,5,Non,Bon,Manuelle,WW au Maroc,48000
BMW,X5,2002,Diesel,12,27000,5,Non,Bon,Manuelle,Importée neuve,40000
Toyota,Hilux,2015,Diesel,10,185000,3,Non,Très bon,Manuelle,WW au Maroc,177000
Alfa Romeo,Giulietta,2022,Diesel,6,12000,5,Oui,Très bon,Manuelle,WW au Maroc,194000
Renault,Megane,2004,Essence,8,225000,5,Non,Très bon,Manuelle,WW au Maroc,39000
Dacia,Sandero,2020,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,128000
Kia,Picanto,2013,Essence,5,145000,5,Non,Excellent,Manuelle,WW au Maroc,68000
Volkswagen,Touareg,2012,Diesel,12,195000,5,Non,Excellent,Automatique,WW au Maroc,135000
Fiat,Siena,2001,Diesel,6,325000,5,Non,Correct,Manuelle,WW au Maroc,35000
Peugeot,208,2022,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,145000
Dacia,Sandero,2022,Diesel,6,145000,5,Oui,Très bon,Manuelle,WW au Maroc,142000
Dacia,Logan,2023,Diesel,6,17000,5,Oui,Excellent,Manuelle,WW au Maroc,160000
Renault,Clio,2020,Diesel,6,97000,5,Oui,Excellent,Automatique,WW au Maroc,138000
Renault,19,2000,Essence,8,37000,5,Non,Très bon,Manuelle,Importée neuve,34000
Renault,Megane,2005,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,67000
Dacia,Dokker,2021,Diesel,7,12000,5,Oui,Très bon,Manuelle,WW au Maroc,143000
Skoda,Karoq,2021,Diesel,8,155000,5,Oui,Excellent,Automatique,Dédouanée,286000
Mini,CountryMan,2011,Essence,9,115000,5,Oui,Bon,Automatique,WW au Maroc,134999
Volkswagen,Jetta,2018,Diesel,8,47000,5,Oui,Excellent,Automatique,WW au Maroc,165000
Toyota,RAV 4,2005,Diesel,8,325000,5,Non,Très bon,Manuelle,WW au Maroc,65000
Toyota,Corolla,2024,Hybride,8,17000,5,Oui,Très bon,Automatique,WW au Maroc,280000
Renault,Master,2019,Diesel,9,185000,5,Oui,Excellent,Manuelle,WW au Maroc,178000
Renault,Koleos,2009,Diesel,8,225000,5,Non,Très bon,Automatique,WW au Maroc,82000
Hyundai,i20,2019,Essence,8,12000,5,Non,Très bon,Automatique,WW au Maroc,139000
Dacia,Duster,2022,Diesel,6,97000,5,Oui,Excellent,Automatique,WW au Maroc,179000
Peugeot,207,2008,Diesel,6,145000,5,Oui,Très bon,Manuelle,Dédouanée,45000
Dacia,Duster,2018,Diesel,6,155000,5,Non,Excellent,Automatique,WW au Maroc,160000
Toyota,RAV 4,2007,Diesel,8,275000,5,Non,Très bon,Manuelle,WW au Maroc,94000
Volkswagen,T-Roc,2021,Diesel,8,145000,5,Oui,Excellent,Automatique,Dédouanée,315000
Volkswagen,Caddy,2019,Diesel,7,22000,3,Oui,Bon,Manuelle,WW au Maroc,143000
Renault,R5,1987,Essence,7,195000,5,Non,Bon,Manuelle,Dédouanée,17000
Citroen,Berlingo,2019,Diesel,6,125000,5,Non,Très bon,Manuelle,WW au Maroc,155000
Skoda,Octavia,2016,Diesel,8,185000,5,Non,Excellent,Automatique,WW au Maroc,172000
Honda,Jazz,2002,Essence,8,225000,5,Oui,Bon,Manuelle,Dédouanée,48000
Fiat,Palio,1999,Diesel,7,32000,5,Non,Très bon,Automatique,WW au Maroc,30000
Renault,Kadjar,2019,Diesel,6,105000,5,Non,Très bon,Automatique,WW au Maroc,200000
Toyota,RAV 4,2014,Diesel,8,225000,5,Oui,Très bon,Manuelle,WW au Maroc,150000
Toyota,Corolla,2017,Diesel,5,325000,3,Oui,Excellent,Manuelle,Dédouanée,130000
Volkswagen,Tiguan,2009,Diesel,8,225000,5,Non,Très bon,Automatique,WW au Maroc,127000
Fiat,500,2020,Essence,6,52000,3,Oui,Très bon,Automatique,WW au Maroc,118000
Volvo,V40,2019,Diesel,8,62000,5,Oui,Très bon,Automatique,WW au Maroc,195000
Ford,Fiesta,2017,Essence,6,17000,5,Non,Excellent,Manuelle,WW au Maroc,87000
Peugeot,407,2009,Diesel,8,225000,5,Oui,Excellent,Automatique,Importée neuve,69000
Ford,Focus,2021,Diesel,6,135000,5,Non,Excellent,Automatique,WW au Maroc,189000
Skoda,Octavia,2017,Diesel,8,135000,5,Oui,Excellent,Manuelle,WW au Maroc,170000
Renault,Clio,2019,Diesel,6,165000,5,Non,Très bon,Automatique,WW au Maroc,132000
Jeep,Renegade,2022,Diesel,6,105000,5,Non,Bon,Automatique,WW au Maroc,202500
Renault,Megane,2018,Diesel,6,145000,5,Oui,Bon,Manuelle,WW au Maroc,142000
Toyota,Corolla,2018,Diesel,6,77000,5,Non,Très bon,Manuelle,WW au Maroc,155000
Dacia,Sandero,2017,Diesel,6,105000,5,Oui,Excellent,Manuelle,WW au Maroc,115000
Nissan,Qashqai,2017,Diesel,6,165000,5,Oui,Excellent,Manuelle,WW au Maroc,175000
Volvo,XC60,2021,Diesel,8,185000,5,Non,Bon,Automatique,WW au Maroc,357000
Peugeot,208,2021,Diesel,6,105000,5,Non,Très bon,Manuelle,WW au Maroc,143000
Hyundai,ix55,2012,Diesel,12,2000,5,Non,Excellent,Automatique,WW au Maroc,95000
Volkswagen,Golf 5,2008,Diesel,8,325000,5,Non,Excellent,Manuelle,Dédouanée,90000
Volkswagen,Touran,2013,Diesel,8,225000,5,Oui,Excellent,Automatique,Dédouanée,150000
Citroen,C4,2016,Diesel,6,185000,5,Non,Excellent,Automatique,WW au Maroc,138000
Renault,Clio,2018,Diesel,6,165000,5,Oui,Excellent,Manuelle,WW au Maroc,104000
Peugeot,205,1985,Essence,5,195000,5,Non,Très bon,Manuelle,Dédouanée,22000
Renault,Kangoo,2017,Diesel,6,185000,5,Non,Excellent,Manuelle,WW au Maroc,115000
Volkswagen,Golf 3,1993,Diesel,8,2000,3,Non,Excellent,Manuelle,Dédouanée,33000
Toyota,C-HR,2018,Hybride,8,72000,5,Oui,Très bon,Automatique,WW au Maroc,200000
Renault,Clio,2019,Diesel,6,225000,5,Oui,Très bon,Automatique,WW au Maroc,119000
Ford,Focus,2017,Diesel,6,105000,5,Oui,Très bon,Manuelle,WW au Maroc,155000
Citroen,C4,2011,Diesel,6,225000,5,Non,Bon,Manuelle,WW au Maroc,89000
Peugeot,2008,2018,Diesel,6,125000,5,Oui,Très bon,Manuelle,WW au Maroc,145000
Renault,Kadjar,2018,Diesel,8,105000,5,Oui,Très bon,Automatique,WW au Maroc,189000
Dacia,Logan,2012,Diesel,6,195000,5,Non,Bon,Manuelle,WW au Maroc,70000
Kia,Ceed,2021,Diesel,6,87000,5,Non,Excellent,Manuelle,WW au Maroc,185000
Volkswagen,Passat CC,2016,Diesel,8,225000,5,Non,Excellent,Automatique,WW au Maroc,177000
Fiat,500,2018,Essence,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,124000
Renault,Megane,2022,Diesel,6,97000,5,Oui,Neuf,Automatique,WW au Maroc,210000
Opel,Crossland,2022,Diesel,6,42000,5,Oui,Excellent,Manuelle,WW au Maroc,195000
Citroen,C-Elysée,2022,Diesel,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,135000
Fiat,Fiorino,2024,Diesel,6,12000,5,Oui,Excellent,Manuelle,WW au Maroc,138000
Renault,19,1993,Essence,8,7000,3,Oui,Excellent,Manuelle,Dédouanée,33000
Renault,Grand Espace,2005,Diesel,9,185000,5,Non,Très bon,Manuelle,Dédouanée,73000
Fiat,Palio,1999,Diesel,7,175000,5,Non,Correct,Manuelle,WW au Maroc,25000
Renault,Kadjar,2021,Diesel,6,52000,5,Oui,Excellent,Automatique,WW au Maroc,242000
Renault,Clio,2023,Diesel,6,62000,5,Oui,Très bon,Manuelle,WW au Maroc,148000
Ford,Fusion,2002,Diesel,6,275000,5,Non,Très bon,Manuelle,Dédouanée,61000
Kia,Picanto,2022,Essence,6,77000,5,Oui,Très bon,Manuelle,WW au Maroc,120000
Mercedes-Benz,190,1989,Diesel,10,32000,5,Non,Très bon,Manuelle,Dédouanée,50000
Dacia,Sandero,2021,Diesel,7,7000,5,Oui,Très bon,Manuelle,WW au Maroc,125000
Volkswagen,Polo,2016,Diesel,6,115000,5,Oui,Bon,Manuelle,WW au Maroc,120000
Ford,Fiesta,2008,Diesel,6,225000,5,Non,Bon,Manuelle,WW au Maroc,58000
Hyundai,Accent,2001,Essence,7,7000,5,Non,Bon,Manuelle,WW au Maroc,20000
Audi,Q3,2015,Diesel,9,155000,5,Non,Excellent,Automatique,Dédouanée,253000
Peugeot,206,2012,Diesel,6,175000,5,Non,Très bon,Manuelle,WW au Maroc,68000
Land Rover,Range Rover Sport,2015,Diesel,12,165000,5,Non,Très bon,Automatique,WW au Maroc,350000
Peugeot,3008,2020,Diesel,8,97000,5,Non,Excellent,Automatique,WW au Maroc,274000
Volkswagen,Tiguan,2020,Diesel,8,105000,5,Non,Excellent,Automatique,Dédouanée,375000
Volkswagen,Passat CC,2015,Diesel,8,77000,5,Oui,Excellent,Automatique,WW au Maroc,185000
Renault,Arkana,2024,Hybride,8,12000,5,Oui,Excellent,Automatique,WW au Maroc,270000
Honda,City,2000,Essence,7,32000,5,Non,Bon,Manuelle,WW au Maroc,28000
Fiat,500,2015,Diesel,5,115000,3,Non,Excellent,Manuelle,WW au Maroc,83000
Renault,Megane,2022,Essence,10,72000,5,Oui,Excellent,Automatique,WW au Maroc,299000
Volkswagen,Golf 7,2018,Diesel,8,155000,5,Oui,Très bon,Automatique,WW au Maroc,197000
Fiat,500,2018,Diesel,5,115000,5,Non,Excellent,Manuelle,WW au Maroc,109000
Renault,Megane,2006,Diesel,6,22000,5,Non,Bon,Manuelle,WW au Maroc,63000
Audi,Q5,2012,Diesel,8,27000,5,Non,Excellent,Automatique,Dédouanée,240000
Land Rover,Range Rover Evoque,2019,Diesel,8,125000,5,Oui,Très bon,Automatique,WW au Maroc,299000
Citroen,C3,2019,Diesel,6,105000,5,Non,Très bon,Manuelle,WW au Maroc,123000
Hyundai,ix35,2014,Diesel,7,195000,5,Non,Excellent,Manuelle,WW au Maroc,158000
Hyundai,i10,2009,Essence,6,12000,5,Non,Très bon,Manuelle,WW au Maroc,60000
Renault,Megane,2023,Diesel,6,72000,5,Oui,Excellent,Automatique,WW au Maroc,234000
Dacia,Logan,2019,Diesel,6,92000,5,Non,Excellent,Manuelle,WW au Maroc,105000
Volkswagen,Golf 7,2013,Diesel,8,185000,5,Non,Excellent,Automatique,Dédouanée,190000
BMW,Série 5,2014,Diesel,8,145000,5,Non,Très bon,Automatique,WW au Maroc,190000
Renault,Master,2012,Diesel,9,195000,5,Oui,Excellent,Manuelle,WW au Maroc,142000
Hyundai,Santa Fe,2016,Diesel,9,135000,5,Non,Excellent,Automatique,WW au Maroc,200000
Toyota,C-HR,2021,Hybride,10,82000,5,Non,Excellent,Automatique,WW au Maroc,208000
Renault,Clio,2018,Diesel,6,105000,5,Non,Excellent,Automatique,WW au Maroc,136000
Fiat,500,2021,Essence,7,37000,3,Oui,Excellent,Automatique,WW au Maroc,142000
Mercedes-Benz,220,2007,Diesel,9,275000,5,Non,Excellent,Manuelle,WW au Maroc,100500
Peugeot,206,2008,Essence,6,97000,5,Non,Bon,Manuelle,WW au Maroc,47000
Peugeot,405,2025,Diesel,8,2000,5,Non,Bon,Manuelle,WW au Maroc,27000
Hyundai,Coupe,2017,Essence,6,135000,5,Oui,Très bon,Manuelle,WW au Maroc,75000
Audi,A4,2006,Essence,11,225000,5,Non,Bon,Manuelle,WW au Maroc,50000
Mitsubishi,L200,2021,Diesel,8,325000,3,Oui,Très bon,Manuelle,WW au Maroc,178000
Ford,Focus,2013,Diesel,6,67000,5,Oui,Très bon,Manuelle,WW au Maroc,138000
Volkswagen,Golf 2,1989,Diesel,6,22000,5,Non,Excellent,Manuelle,WW au Maroc,38000
Seat,Ateca,2020,Diesel,11,195000,5,Non,Très bon,Automatique,Dédouanée,315000
Citroen,C3,2019,Diesel,6,87000,5,Oui,Excellent,Manuelle,WW au Maroc,127000
Volkswagen,Touareg,2007,Diesel,12,225000,5,Non,Très bon,Automatique,WW au Maroc,85000
Nissan,Qashqai,2020,Diesel,6,87000,5,Non,Excellent,Manuelle,WW au Maroc,205000
Honda,CR-V,2007,Essence,11,115000,5,Oui,Très bon,Automatique,WW au Maroc,95000
Skoda,Octavia,2012,Diesel,8,195000,5,Non,Bon,Manuelle,WW au Maroc,110000
Nissan,Micra,2021,Diesel,6,72000,5,Non,Excellent,Manuelle,WW au Maroc,130000
Kia,Picanto,2008,Essence,6,155000,5,Non,Excellent,Manuelle,WW au Maroc,67000
Opel,Corsa,2022,Diesel,6,87000,5,Oui,Très bon,Manuelle,WW au Maroc,155000
Hyundai,ix35,2012,Diesel,8,165000,5,Non,Bon,Manuelle,WW au Maroc,125000
Dacia,Sandero,2022,Diesel,6,87000,5,Non,Excellent,Manuelle,WW au Maroc,155000
Renault,19,1994,Essence,8,7000,5,Non,Bon,Manuelle,Dédouanée,27000
Mercedes-Benz,220,2010,Diesel,9,225000,5,Non,Excellent,Manuelle,Dédouanée,145000
Renault,19,1995,Diesel,7,325000,5,Non,Bon,Manuelle,Dédouanée,41000
Fiat,Stilo,2002,Diesel,19,275000,5,Oui,Excellent,Manuelle,WW au Maroc,44000
Dacia,Duster,2022,Diesel,6,115000,5,Oui,Bon,Automatique,WW au Maroc,193000
Dacia,Logan,2015,Diesel,6,225000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Toyota,Yaris,2020,Essence,6,87000,5,Oui,Très bon,Manuelle,WW au Maroc,125000
Land Rover,Range Rover Vogue,2016,Diesel,12,105000,5,Oui,Excellent,Automatique,WW au Maroc,380000
Peugeot,208,2020,Diesel,6,72000,5,Oui,Excellent,Automatique,WW au Maroc,168000
Dacia,Logan,2022,Diesel,6,72000,5,Non,Très bon,Manuelle,WW au Maroc,142000
Peugeot,208,2017,Diesel,6,145000,5,Non,Très bon,Manuelle,WW au Maroc,95000
Dacia,Logan,2019,Essence,7,135000,5,Oui,Très bon,Manuelle,WW au Maroc,88000
Volkswagen,Golf 7,2019,Diesel,8,105000,5,Non,Excellent,Automatique,WW au Maroc,235000
Mini,Cooper,2005,Essence,9,165000,3,Non,Très bon,Manuelle,WW au Maroc,63000
Volkswagen,Arteon,2019,Diesel,8,195000,5,Non,Excellent,Automatique,WW au Maroc,278000
Peugeot,407,2005,Diesel,8,275000,5,Non,Bon,Manuelle,WW au Maroc,48000
Volkswagen,Passat,2010,Diesel,8,275000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Citroen,Xsara,2002,Essence,9,325000,5,Non,Bon,Manuelle,WW au Maroc,50000
Peugeot,2008,2018,Diesel,6,97000,5,Non,Excellent,Manuelle,WW au Maroc,159000
Alfa Romeo,Tonale,2023,Essence,8,22000,5,Oui,Excellent,Automatique,WW au Maroc,306000
Mercedes-Benz,Classe E,2010,Diesel,12,185000,5,Oui,Très bon,Automatique,WW au Maroc,140000
Peugeot,208,2023,Diesel,6,22000,5,Oui,Très bon,Manuelle,WW au Maroc,164000
Fiat,500,2016,Essence,5,97000,5,Non,Excellent,Automatique,WW au Maroc,102000
Renault,Clio,2019,Diesel,6,42000,5,Oui,Excellent,Automatique,WW au Maroc,155000
Volkswagen,Tiguan,2014,Diesel,8,135000,5,Non,Excellent,Automatique,WW au Maroc,155000
Renault,Megane,2011,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,90000
Seat,Leon,2007,Diesel,8,225000,5,Non,Bon,Manuelle,WW au Maroc,70000
Alfa Romeo,Giulietta,2018,Diesel,6,77000,5,Oui,Bon,Manuelle,WW au Maroc,147000
Citroen,C4,2012,Diesel,6,145000,5,Non,Très bon,Manuelle,WW au Maroc,88000
Smart,ForTwo,2009,Essence,4,125000,3,Oui,Excellent,Automatique,Dédouanée,70000
Honda,Jazz,2016,Essence,8,92000,5,Non,Très bon,Automatique,WW au Maroc,107000
Renault,R9,1991,Essence,6,22000,5,Non,Très bon,Manuelle,WW au Maroc,19500
Mercedes-Benz,Classe S,2013,Diesel,12,185000,5,Non,Très bon,Automatique,WW au Maroc,355000
Ford,Mustang,2018,Essence,13,115000,3,Non,Très bon,Automatique,Importée neuve,320000
Volkswagen,Passat CC,2018,Diesel,8,87000,5,Oui,Excellent,Automatique,WW au Maroc,215000
Volkswagen,Golf 4,1999,Diesel,8,225000,3,Non,Bon,Manuelle,Dédouanée,59999
Fiat,Grande Punto,2006,Essence,7,52000,5,Oui,Très bon,Manuelle,WW au Maroc,62000
Dacia,Logan,2019,Diesel,6,145000,5,Non,Excellent,Manuelle,WW au Maroc,98000
Renault,Kangoo,2021,Diesel,6,185000,5,Oui,Très bon,Manuelle,WW au Maroc,160000
Seat,Ibiza,2017,Essence,4,87000,5,Non,Très bon,Manuelle,WW au Maroc,108000
Volvo,XC60,2021,Diesel,8,175000,5,Non,Bon,Automatique,WW au Maroc,357000
Citroen,Berlingo,2021,Diesel,6,62000,5,Oui,Neuf,Manuelle,WW au Maroc,128000
Renault,Clio,2013,Essence,6,225000,5,Non,Excellent,Manuelle,WW au Maroc,53000
Mercedes-Benz,Classe C,2007,Diesel,9,325000,5,Non,Très bon,Automatique,Dédouanée,133000
Mercedes-Benz,Classe E,2016,Diesel,8,275000,5,Oui,Excellent,Automatique,WW au Maroc,250000
Volkswagen,Jetta,2020,Diesel,8,175000,5,Oui,Excellent,Automatique,WW au Maroc,190000
Volkswagen,Touran,2018,Diesel,7,105000,5,Non,Excellent,Automatique,Dédouanée,250000
