Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Dacia,Duster,2020,Diesel,6 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,165 000 DH
Peugeot,208,2022,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Manuelle,WW au Maroc,150 000 DH
Renault,R4,2020,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Manuelle,,119 000 DH
Opel,Adam,2017,Essence,7 CV,100 000 - 109 999,3,,Excellent,Manuelle,WW au Maroc,
Ford,Kuga,2014,Diesel,8 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,145 000 DH
Jeep,Renegade,2018,Diesel,5 CV,140 000 - 149 999,5,Non,Bon,Automatique,WW au Maroc,185 000 DH
Audi,Q8,2025,Diesel,17 CV,0 - 4 999,5,,Neuf,Automatique,Importée neuve,
Mercedes-Benz,Classe C,2018,Diesel,9 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,Dédouanée,300 000 DH
Skoda,Octavia,2023,Diesel,8 CV,120 000 - 129 999,5,Oui,Bon,Automatique,WW au Maroc,345 000 DH
Volkswagen,Transporter,2018,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,Dédouanée,
Mercedes-Benz,Classe S,2018,Diesel,12 CV,95 000 - 99 999,5,Non,Excellent,Automatique,,540 000 DH
Peugeot,Tepee,2011,Diesel,6 CV,25 000 - 29 999,5,Non,Excellent,Manuelle,WW au Maroc,93 000 DH
Dacia,Duster,2019,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,130 000 DH
Volkswagen,Golf 8,2021,Hybride,8 CV,80 000 - 84 999,5,Non,Excellent,Automatique,Pas encore dédouanée,230 000 DH
Renault,Clio,2023,Diesel,6 CV,10 000 - 14 999,5,Oui,Excellent,Manuelle,WW au Maroc,170 000 DH
Land Rover,Range Rover Sport,2023,Hybride,17 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Ford,Focus,2011,Diesel,6 CV,10 000 - 14 999,,,,Manuelle,,
DS,DS,2019,Diesel,8 CV,75 000 - 79 999,5,Oui,Très bon,Automatique,WW au Maroc,315 000 DH
Hyundai,i10,2013,Essence,6 CV,160 000 - 169 999,5,Non,Excellent,Manuelle,WW au Maroc,68 000 DH
Opel,Corsa,2023,Diesel,6 CV,50 000 - 54 999,5,Oui,Neuf,Manuelle,WW au Maroc,175 000 DH
Ford,Kuga,2014,Diesel,8 CV,200 000 - 249 999,,Non,Très bon,Manuelle,,140 000 DH
Kia,Sportage,2021,Diesel,8 CV,90 000 - 94 999,5,Non,Très bon,Automatique,WW au Maroc,195 000 DH
Renault,R21,1990,Diesel,6 CV,200 000 - 249 999,5,Non,Correct,Manuelle,WW au Maroc,
Hyundai,Elantra,2008,Essence,8 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,54 000 DH
Renault,Kangoo,2010,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,84 000 DH
Volkswagen,Passat,2022,Diesel,8 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Citroen,C15,1994,Diesel,7 CV,Plus de 500 000,,,,Manuelle,,
Peugeot,Rifter,2021,Diesel,6 CV,130 000 - 139 999,3,Oui,Excellent,Manuelle,Dédouanée,145 000 DH
Kia,Seltos,2021,Diesel,6 CV,50 000 - 54 999,5,Non,Excellent,Manuelle,WW au Maroc,225 000 DH
Mini,Cooper,2019,Essence,11 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Sandero,2021,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Hyundai,Tucson,2019,Diesel,6 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mitsubishi,Lancer,2000,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,
Land Rover,Range Rover Evoque,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Neuf,Automatique,WW au Maroc,
Dacia,Sandero,2023,Diesel,6 CV,70 000 - 74 999,,,,Manuelle,WW au Maroc,152 000 DH
Land Rover,Range Rover Vogue,2019,Diesel,12 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,Importée neuve,
Skoda,Karoq,2020,Diesel,8 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,180 000 DH
Land Rover,Range Rover,2009,Diesel,11 CV,20 000 - 24 999,5,Oui,Très bon,Automatique,Importée neuve,490 000 DH
Peugeot,208,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,114 000 DH
Land Rover,Range Rover Evoque,2014,Diesel,8 CV,180 000 - 189 999,5,,,Automatique,WW au Maroc,175 000 DH
Dacia,Logan,2022,Essence,6 CV,40 000 - 44 999,5,Non,Excellent,Automatique,WW au Maroc,135 000 DH
Renault,Laguna,1999,Essence,10 CV,Plus de 500 000,5,Non,Excellent,Manuelle,WW au Maroc,
Land Rover,Range Rover Evoque,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Neuf,Automatique,WW au Maroc,
Renault,Clio,2019,Diesel,6 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,138 000 DH
Jeep,Cherokee,2018,Diesel,7 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Rolls-Royce,Wraith,1986,Essence,27 CV,35 000 - 39 999,3,Oui,Excellent,Automatique,Dédouanée,
Toyota,Prado,2018,Diesel,12 CV,140 000 - 149 999,5,Oui,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe E,2016,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,310 000 DH
Volkswagen,Passat,2010,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,127 000 DH
Volkswagen,Golf 4,2001,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,Dédouanée,
Toyota,Corolla Verso,2006,Diesel,9 CV,400 000 - 449 999,,,Très bon,Automatique,WW au Maroc,70 000 DH
Volkswagen,Caddy,2011,Diesel,6 CV,150 000 - 159 999,3,Non,Très bon,Manuelle,WW au Maroc,118 000 DH
Renault,Master,2023,Diesel,9 CV,50 000 - 54 999,5,Non,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe CLA,2019,Diesel,9 CV,150 000 - 159 999,5,Oui,Très bon,Automatique,WW au Maroc,310 000 DH
Renault,Kangoo,2000,Diesel,8 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,WW au Maroc,
Nissan,Qashqai,2019,Diesel,6 CV,35 000 - 39 999,5,Oui,Très bon,Automatique,WW au Maroc,228 000 DH
Audi,A5,2023,Diesel,8 CV,10 000 - 14 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2020,Diesel,8 CV,95 000 - 99 999,5,Oui,Neuf,Automatique,WW au Maroc,
Jeep,Grand Cherokee,2022,Diesel,12 CV,70 000 - 74 999,3,Oui,Excellent,Automatique,Dédouanée,340 000 DH
Suzuki,Grand Vitara,2012,Essence,9 CV,160 000 - 169 999,3,Non,Excellent,Manuelle,WW au Maroc,72 000 DH
Peugeot,3008,2019,Diesel,8 CV,120 000 - 129 999,5,Oui,Très bon,Automatique,WW au Maroc,207 000 DH
Fiat,500,2015,Essence,6 CV,45 000 - 49 999,5,Non,Excellent,Automatique,WW au Maroc,93 000 DH
Ford,Fiesta,2007,Diesel,6 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,67 000 DH
Renault,Kangoo,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Land Rover,Range Rover Vogue,2021,Diesel,12 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe CLA,2021,Diesel,8 CV,95 000 - 99 999,5,Oui,Très bon,Automatique,Dédouanée,
Peugeot,3008,2024,Diesel,6 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Evoque,2017,Diesel,8 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,
BMW,i3,2021,Diesel,6 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,345 000 DH
Ford,Kuga,2015,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,135 000 DH
Ford,Ranger,2008,Diesel,8 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,70 000 DH
Jaguar,XF,2008,Essence,17 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,65 000 DH
Fiat,500,2022,Essence,7 CV,65 000 - 69 999,3,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe CLA,2019,Diesel,9 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,325 000 DH
Peugeot,3008,2018,Diesel,8 CV,100 000 - 109 999,5,Oui,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe CLA,2021,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,Dédouanée,
Renault,Clio,2021,Essence,6 CV,110 000 - 119 999,5,Oui,Bon,Automatique,WW au Maroc,140 000 DH
Renault,Kangoo,2010,Diesel,6 CV,5 000 - 9 999,5,Non,Très bon,Manuelle,Dédouanée,75 000 DH
Audi,A3,2023,Diesel,8 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,385 000 DH
Mercedes-Benz,Classe A,2023,Diesel,8 CV,45 000 - 49 999,5,Oui,Très bon,Automatique,WW au Maroc,375 000 DH
Volkswagen,Golf 5,2004,Diesel,8 CV,350 000 - 399 999,5,Non,Excellent,Manuelle,Dédouanée,80 000 DH
Toyota,RAV 4,2015,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,158 000 DH
Mercedes-Benz,270,2002,Diesel,11 CV,200 000 - 249 999,5,Non,Très bon,Automatique,Dédouanée,50 000 DH
Dacia,Logan,2017,Essence,6 CV,150 000 - 159 999,5,Oui,Excellent,Manuelle,WW au Maroc,83 000 DH
BMW,Série 3,2018,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,220 000 DH
Renault,19,1994,Diesel,6 CV,35 000 - 39 999,,,,Manuelle,Dédouanée,30 000 DH
Mercedes-Benz,Classe GLE,2019,Diesel,12 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,X5,2023,Hybride,23 CV,35 000 - 39 999,5,,Excellent,Automatique,,
Renault,Express,2023,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,160 000 DH
Audi,A6,2018,Diesel,8 CV,150 000 - 159 999,5,Oui,Bon,Automatique,WW au Maroc,265 000 DH
Audi,Q5,2011,Diesel,11 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,125 000 DH
Renault,Express,2023,Diesel,6 CV,45 000 - 49 999,5,Oui,Bon,Manuelle,WW au Maroc,161 000 DH
Volkswagen,Golf 2,1987,Diesel,6 CV,250 000 - 299 999,5,Oui,Très bon,Manuelle,Dédouanée,45 000 DH
Peugeot,208,2023,Diesel,6 CV,75 000 - 79 999,5,Oui,Très bon,Automatique,WW au Maroc,
Citroen,C4,2011,Diesel,6 CV,200 000 - 249 999,5,Non,Bon,Manuelle,WW au Maroc,89 000 DH
Volkswagen,Golf 5,2005,Diesel,8 CV,350 000 - 399 999,5,Oui,Très bon,Manuelle,Dédouanée,80 000 DH
Mercedes-Benz,Classe CLA,2020,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,Dédouanée,375 000 DH
Volkswagen,Touareg,2022,Diesel,12 CV,100 000 - 109 999,5,Oui,Très bon,Automatique,WW au Maroc,
Volkswagen,Touareg,2015,Diesel,12 CV,300 000 - 349 999,5,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLC,2019,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2017,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,
Fiat,Palio,2001,Diesel,7 CV,25 000 - 29 999,5,Non,Très bon,Manuelle,,33 000 DH
Renault,Laguna,2004,Diesel,7 CV,250 000 - 299 999,,Non,Très bon,Manuelle,Dédouanée,65 000 DH
Citroen,C4,2017,Diesel,6 CV,20 000 - 24 999,5,Non,Excellent,Automatique,Dédouanée,
Alfa Romeo,Giulietta,2014,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,130 000 DH
Audi,A6,2024,Diesel,8 CV,0 - 4 999,5,Oui,Neuf,Automatique,WW au Maroc,555 000 DH
Porsche,Carrera,2021,Essence,17 CV,10 000 - 14 999,3,Oui,Excellent,Automatique,Importée neuve,
Land Rover,Range Rover Sport,2012,Diesel,12 CV,200 000 - 249 999,5,Non,Très bon,Automatique,Importée neuve,165 000 DH
Opel,Astra,2016,Diesel,8 CV,140 000 - 149 999,5,Non,Bon,Automatique,WW au Maroc,
Fiat,500,2022,Essence,7 CV,60 000 - 64 999,3,Oui,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Vogue,2013,Diesel,20 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,240 000 DH
Volkswagen,Passat,2007,Diesel,8 CV,350 000 - 399 999,5,Non,Très bon,Manuelle,WW au Maroc,78 000 DH
Volkswagen,Tiguan,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,
Hyundai,Tucson,2022,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,305 000 DH
Land Rover,Range Rover Sport,2013,Diesel,12 CV,190 000 - 199 999,5,Oui,Très bon,Automatique,WW au Maroc,
Jeep,Renegade,2022,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,192 000 DH
Opel,Insignia,2010,Essence,9 CV,250 000 - 299 999,5,Non,Endommagé,Manuelle,WW au Maroc,
Dacia,Duster,2016,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,125 000 DH
Nissan,Juke,2023,Essence,6 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,WW au Maroc,220 000 DH
Skoda,Felicia,1999,Diesel,8 CV,0 - 4 999,5,Non,Bon,Manuelle,Dédouanée,
Kia,Cerato,2008,Diesel,6 CV,200 000 - 249 999,,,Bon,Manuelle,WW au Maroc,60 000 DH
Toyota,Corolla,2021,Hybride,10 CV,120 000 - 129 999,5,Non,Excellent,Automatique,WW au Maroc,178 000 DH
Toyota,RAV 4,2022,Hybride,15 CV,25 000 - 29 999,5,Oui,Bon,Automatique,WW au Maroc,340 000 DH
Seat,Leon,2017,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,Dédouanée,
Kia,Sorento,2007,Diesel,10 CV,160 000 - 169 999,5,Non,Très bon,Automatique,Importée neuve,78 000 DH
Volvo,XC60,2021,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,329 000 DH
Volkswagen,Touran,2019,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,Dédouanée,
Toyota,Yaris,2017,Hybride,6 CV,150 000 - 159 999,5,Non,Excellent,Automatique,WW au Maroc,128 000 DH
Mercedes-Benz,190,1993,Diesel,10 CV,350 000 - 399 999,5,Non,Excellent,Manuelle,Dédouanée,
Audi,A3,2002,Diesel,8 CV,130 000 - 139 999,5,Oui,Neuf,Automatique,Dédouanée,410 000 DH
Land Rover,Range Rover Sport,2015,Diesel,12 CV,140 000 - 149 999,5,,Très bon,Automatique,Importée neuve,310 000 DH
Toyota,C-HR,2022,Hybride,10 CV,30 000 - 34 999,5,Oui,Très bon,Automatique,WW au Maroc,244 000 DH
Jeep,Avenger,2024,Hybride,7 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,305 000 DH
Hyundai,Tucson,2021,Diesel,6 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,WW au Maroc,330 000 DH
Land Rover,Range Rover Evoque,2013,Diesel,9 CV,160 000 - 169 999,5,Oui,Très bon,Automatique,WW au Maroc,185 000 DH
Renault,Megane,2015,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Automatique,Dédouanée,118 000 DH
Dacia,Sandero,2022,Diesel,6 CV,35 000 - 39 999,5,Non,Neuf,Manuelle,WW au Maroc,145 000 DH
Dacia,Logan,2010,Diesel,4 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,68 000 DH
Peugeot,3008,2020,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,235 000 DH
Peugeot,3008,2023,Diesel,8 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,WW au Maroc,
Fiat,500,2017,Diesel,5 CV,110 000 - 119 999,3,Non,Très bon,Manuelle,WW au Maroc,99 000 DH
Opel,Corsa,2024,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Passat,2017,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Automatique,WW au Maroc,195 000 DH
Mitsubishi,Outlander,2008,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,Dédouanée,
Audi,A3,2021,Essence,11 CV,70 000 - 74 999,5,,Excellent,Automatique,Importée neuve,
,,,,,,,,,,,
Mercedes-Benz,Classe C,2017,Diesel,9 CV,200 000 - 249 999,5,Non,Neuf,Automatique,Dédouanée,285 000 DH
Renault,Express,2021,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Land Rover,Range Rover Sport,2010,Diesel,12 CV,170 000 - 179 999,5,Non,Excellent,Automatique,Importée neuve,150 000 DH
Mercedes-Benz,300,2021,Diesel,8 CV,80 000 - 84 999,,,Excellent,Automatique,Dédouanée,
Renault,Koleos,2018,Diesel,8 CV,75 000 - 79 999,5,Non,Excellent,Automatique,WW au Maroc,220 000 DH
Toyota,Corolla,2000,Essence,7 CV,200 000 - 249 999,,Non,Très bon,Manuelle,Dédouanée,32 000 DH
Land Rover,Range Rover,2020,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q3,2021,Diesel,8 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,Dédouanée,
Renault,Express,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Mercedes-Benz,Classe C,1998,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,74 000 DH
Renault,Clio,2019,Diesel,6 CV,0 - 4 999,,,Très bon,Manuelle,,
Renault,Koleos,2019,Essence,14 CV,15 000 - 19 999,5,Oui,Excellent,Automatique,Dédouanée,200 000 DH
Audi,Q8,2019,Diesel,12 CV,120 000 - 129 999,5,Non,Excellent,Automatique,Importée neuve,770 000 DH
DFSK,Glory IX5,2022,Essence,8 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,159 000 DH
Audi,Q7,2019,Diesel,12 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,
Renault,Clio,2017,Diesel,5 CV,170 000 - 179 999,5,,Bon,Automatique,Dédouanée,
Fiat,Palio,1996,Diesel,8 CV,130 000 - 139 999,3,Oui,Correct,Manuelle,Dédouanée,
Mercedes-Benz,220,1980 ou plus ancien,Diesel,9 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,Dédouanée,
Mitsubishi,Pajero Sport,2021,Diesel,10 CV,65 000 - 69 999,5,Oui,Neuf,Automatique,WW au Maroc,340 000 DH
Fiat,Doblo,2017,Diesel,5 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,,
Mercedes-Benz,220,2003,Diesel,9 CV,300 000 - 349 999,5,Non,Excellent,Automatique,Dédouanée,92 000 DH
Toyota,Hilux,2020,Diesel,10 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Mercedes-Benz,Classe GLE,2021,Diesel,12 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,Importée neuve,
Skoda,Octavia,2022,Diesel,8 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Lodgy,2017,Diesel,6 CV,350 000 - 399 999,5,Non,Bon,Manuelle,WW au Maroc,112 000 DH
Opel,Kadett,1984,Essence,7 CV,110 000 - 119 999,3,,Correct,Manuelle,Dédouanée,16 000 DH
Renault,Clio,2021,Diesel,6 CV,90 000 - 94 999,,Non,Très bon,Manuelle,,138 000 DH
Citroen,Jumper,2019,Diesel,9 CV,130 000 - 139 999,5,Oui,Très bon,Manuelle,WW au Maroc,185 000 DH
Volkswagen,Golf 8,2021,Essence,11 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Touareg,2013,Diesel,12 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,
Renault,Super 5,1990,Essence,5 CV,0 - 4 999,3,,Bon,Manuelle,Dédouanée,15 000 DH
Seat,Leon,2015,Diesel,7 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,143 000 DH
Land Rover,Range Rover Evoque,2017,Diesel,8 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Tiguan,2018,Diesel,8 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,285 000 DH
Volkswagen,Passat CC,2017,Diesel,8 CV,180 000 - 189 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Audi,Q3,2023,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Passat CC,2012,Diesel,8 CV,250 000 - 299 999,5,,Excellent,Manuelle,,142 000 DH
BMW,Série 3,2007,Essence,7 CV,80 000 - 84 999,5,Non,Correct,Manuelle,WW au Maroc,28 000 DH
Renault,19,1992,Diesel,7 CV,350 000 - 399 999,3,Non,Très bon,Manuelle,Dédouanée,28 000 DH
Volkswagen,Golf 7,2019,Diesel,6 CV,120 000 - 129 999,5,Oui,Neuf,Automatique,Dédouanée,
Renault,Clio,2023,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Manuelle,WW au Maroc,185 000 DH
Ford,Kuga,2018,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Manuelle,WW au Maroc,180 000 DH
Mercedes-Benz,220,2010,Diesel,9 CV,250 000 - 299 999,5,,Très bon,Automatique,Dédouanée,140 000 DH
Land Rover,Range Rover Evoque,2019,Diesel,8 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,275 000 DH
Peugeot,206,2001,Diesel,6 CV,140 000 - 149 999,5,Non,Correct,Manuelle,WW au Maroc,35 000 DH
Peugeot,308,2009,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,90 000 DH
Mercedes-Benz,Classe A,2024,Diesel,8 CV,15 000 - 19 999,5,Oui,Excellent,Automatique,WW au Maroc,430 000 DH
Land Rover,Range Rover Vogue,2014,Diesel,12 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2021,Diesel,8 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,Dédouanée,
BMW,X7,2024,Hybride,17 CV,10 000 - 14 999,5,Oui,Neuf,Automatique,Importée neuve,1852500 DH
Fiat,Palio,1999,Diesel,6 CV,0 - 4 999,5,Non,Bon,Manuelle,WW au Maroc,35 000 DH
Dacia,Sandero,2021,Diesel,6 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,136 000 DH
Renault,Clio,2021,Diesel,6 CV,5 000 - 9 999,,Oui,Excellent,Manuelle,WW au Maroc,
Renault,Kangoo,2007,Diesel,7 CV,300 000 - 349 999,5,Non,Correct,Manuelle,WW au Maroc,66 000 DH
Hyundai,i10,2010,Essence,6 CV,180 000 - 189 999,,,,Manuelle,,52 000 DH
Kia,Picanto,2007,Essence,5 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,56 000 DH
Peugeot,301,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Hyundai,Tucson,2018,Diesel,6 CV,120 000 - 129 999,,Oui,Excellent,Automatique,WW au Maroc,
Fiat,500C,2016,Diesel,5 CV,130 000 - 139 999,3,Non,Très bon,Manuelle,WW au Maroc,88 000 DH
,,,,,,,,,,,
Daewoo,Korando,2001,Diesel,9 CV,300 000 - 349 999,,,Très bon,Manuelle,,
Peugeot,208,2015,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,98 000 DH
Dacia,Dokker,2020,Diesel,6 CV,75 000 - 79 999,5,Non,Excellent,Manuelle,WW au Maroc,
Ford,Ranger,2010,Diesel,10 CV,15 000 - 19 999,,Non,Très bon,Manuelle,,
Volkswagen,Golf 4,2001,Diesel,8 CV,250 000 - 299 999,5,Oui,Très bon,Manuelle,Dédouanée,83 000 DH
Toyota,Yaris,2023,Essence,6 CV,10 000 - 14 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,Fiesta,2016,Diesel,6 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,110 000 DH
Hyundai,Ioniq Hybrid,2020,Hybride,9 CV,250 000 - 299 999,5,Oui,Très bon,Automatique,WW au Maroc,180 000 DH
Volkswagen,Golf 6,2010,Diesel,7 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,Dédouanée,117 000 DH
Ford,C-Max,2015,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,139 000 DH
BMW,Série 6,2015,Diesel,12 CV,170 000 - 179 999,5,Non,Très bon,Automatique,WW au Maroc,230 000 DH
Jaguar,F-Pace,2022,Diesel,8 CV,190 000 - 199 999,5,Oui,Bon,Automatique,WW au Maroc,570 000 DH
Land Rover,Range Rover Sport,2013,Diesel,12 CV,200 000 - 249 999,,Non,Très bon,Automatique,Dédouanée,165 000 DH
Mercedes-Benz,220,2001,Diesel,8 CV,200 000 - 249 999,5,Non,Bon,Automatique,Dédouanée,78 000 DH
Nissan,Qashqai,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,Fiesta,2014,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Manuelle,WW au Maroc,137 000 DH
BMW,X5,2013,Diesel,11 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,180 000 DH
Peugeot,Tepee,2018,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Manuelle,WW au Maroc,128 000 DH
BMW,X5,2019,Diesel,12 CV,35 000 - 39 999,5,Oui,Neuf,Automatique,WW au Maroc,700 000 DH
Dacia,Duster,2022,Diesel,6 CV,5 000 - 9 999,5,,Excellent,Automatique,WW au Maroc,
BMW,X3,2014,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,Importée neuve,
Volkswagen,Touran,2016,Diesel,8 CV,160 000 - 169 999,5,Non,Excellent,Manuelle,Dédouanée,
Daihatsu,Copen,2001,Essence,5 CV,150 000 - 159 999,5,Non,Bon,Manuelle,WW au Maroc,27 000 DH
Mercedes-Benz,Classe C,2021,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Dédouanée,
